  2.08597E-01   1.93006E-01   1.75399E-01   1.39045E-01   6.97411E-02  -1.73625E-02  -8.81795E-02  -1.08574E-01  -6.03993E-02   4.97103E-02   2.12988E-01
  2.41572E-01   2.26156E-01   2.07352E-01   1.69952E-01   1.01152E-01   1.60463E-02  -5.22660E-02  -7.06462E-02  -2.14758E-02   8.88057E-02   2.51689E-01
  2.74547E-01   2.59306E-01   2.39305E-01   2.00860E-01   1.32563E-01   4.94552E-02  -1.63526E-02  -3.27181E-02   1.74477E-02   1.27901E-01   2.90391E-01
  3.07522E-01   2.92456E-01   2.71259E-01   2.31768E-01   1.63973E-01   8.28640E-02   1.95609E-02   5.20991E-03   5.63712E-02   1.66997E-01   3.29093E-01
  3.40497E-01   3.25606E-01   3.03212E-01   2.62676E-01   1.95384E-01   1.16273E-01   5.54744E-02   4.31380E-02   9.52946E-02   2.06092E-01   3.67795E-01
  3.73473E-01   3.58756E-01   3.35166E-01   2.93584E-01   2.26795E-01   1.49682E-01   9.13878E-02   8.10660E-02   1.34218E-01   2.45187E-01   4.06497E-01
  4.06448E-01   3.91906E-01   3.67119E-01   3.24492E-01   2.58205E-01   1.83091E-01   1.27301E-01   1.18994E-01   1.73142E-01   2.84283E-01   4.45199E-01
  4.39423E-01   4.25056E-01   3.99073E-01   3.55400E-01   2.89616E-01   2.16499E-01   1.63215E-01   1.56922E-01   2.12065E-01   3.23378E-01   4.83900E-01
  4.72398E-01   4.58206E-01   4.31026E-01   3.86308E-01   3.21027E-01   2.49908E-01   1.99128E-01   1.94850E-01   2.50989E-01   3.62474E-01   5.22602E-01
  5.05373E-01   4.91356E-01   4.62980E-01   4.17216E-01   3.52438E-01   2.83317E-01   2.35042E-01   2.32778E-01   2.89912E-01   4.01569E-01   5.61304E-01
  5.38348E-01   5.24506E-01   4.94933E-01   4.48124E-01   3.83848E-01   3.16726E-01   2.70955E-01   2.70706E-01   3.28835E-01   4.40664E-01   6.00006E-01
  5.71323E-01   5.57656E-01   5.26887E-01   4.79032E-01   4.15259E-01   3.50135E-01   3.06869E-01   3.08634E-01   3.67759E-01   4.79760E-01   6.38708E-01
  6.04298E-01   5.90806E-01   5.58840E-01   5.09940E-01   4.46670E-01   3.83544E-01   3.42782E-01   3.46562E-01   4.06682E-01   5.18855E-01   6.77409E-01
  6.37274E-01   6.23956E-01   5.90794E-01   5.40848E-01   4.78080E-01   4.16952E-01   3.78696E-01   3.84490E-01   4.45606E-01   5.57951E-01   7.16111E-01
  6.70249E-01   6.57106E-01   6.22747E-01   5.71756E-01   5.09491E-01   4.50361E-01   4.14609E-01   4.22418E-01   4.84529E-01   5.97046E-01   7.54813E-01
  7.03224E-01   6.90256E-01   6.54701E-01   6.02663E-01   5.40902E-01   4.83770E-01   4.50523E-01   4.60346E-01   5.23453E-01   6.36141E-01   7.93515E-01
  7.36199E-01   7.23405E-01   6.86654E-01   6.33571E-01   5.72313E-01   5.17179E-01   4.86436E-01   4.98274E-01   5.62376E-01   6.75237E-01   8.32217E-01
  7.69174E-01   7.56555E-01   7.18608E-01   6.64479E-01   6.03723E-01   5.50588E-01   5.22349E-01   5.36202E-01   6.01300E-01   7.14332E-01   8.70919E-01
  8.02149E-01   7.89705E-01   7.50561E-01   6.95387E-01   6.35134E-01   5.83997E-01   5.58263E-01   5.74130E-01   6.40223E-01   7.53428E-01   9.09620E-01
  8.35124E-01   8.22855E-01   7.82515E-01   7.26295E-01   6.66545E-01   6.17405E-01   5.94176E-01   6.12058E-01   6.79147E-01   7.92523E-01   9.48322E-01
  8.68099E-01   8.56005E-01   8.14468E-01   7.57203E-01   6.97956E-01   6.50814E-01   6.30090E-01   6.49987E-01   7.18070E-01   8.31619E-01   9.87024E-01
  9.01075E-01   8.89155E-01   8.46421E-01   7.88111E-01   7.29366E-01   6.84223E-01   6.66003E-01   6.87915E-01   7.56994E-01   8.70714E-01   1.02573E+00
  9.34050E-01   9.22305E-01   8.78375E-01   8.19019E-01   7.60777E-01   7.17632E-01   7.01917E-01   7.25843E-01   7.95917E-01   9.09809E-01   1.06443E+00
  9.67025E-01   9.55455E-01   9.10328E-01   8.49927E-01   7.92188E-01   7.51041E-01   7.37830E-01   7.63771E-01   8.34841E-01   9.48905E-01   1.10313E+00
  1.00000E+00   9.88605E-01   9.42282E-01   8.80835E-01   8.23598E-01   7.84450E-01   7.73744E-01   8.01699E-01   8.73764E-01   9.88000E-01   1.14183E+00
