  0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
  2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02   2.08611E-02
  3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02   3.85468E-02
  5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02   5.28687E-02
  6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02   6.38770E-02
  7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02   7.17958E-02
  7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02   7.69669E-02
  7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02   7.97996E-02
  8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02   8.07276E-02
  8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02   8.01732E-02
  7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02   7.85186E-02
  7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02   7.60836E-02
  7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02   7.31109E-02
  6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02   6.97581E-02
  6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02   6.60969E-02
  6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02   6.21188E-02
