  0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
  4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02   4.16667E-02
  8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02   8.33333E-02
  1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01   1.25000E-01
  1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01   1.66667E-01
  2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01   2.08333E-01
  2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01   2.50000E-01
  2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01   2.91667E-01
  3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01   3.33333E-01
  3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01   3.75000E-01
  4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01   4.16667E-01
  4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01   4.58333E-01
  5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01   5.00000E-01
